Time,TEG_Power,TEG_dJ
25.74,0.17925,0.001792
25.75,0.17922,0.001792
25.76,0.1792,0.001792
25.77,0.17918,0.001792
25.78,0.17915,0.001792
25.79,0.17913,0.001791
25.8,0.1791,0.001791
25.81,0.17908,0.001791
25.82,0.17905,0.001791
25.83,0.17903,0.00179
25.84,0.17901,0.00179
25.85,0.17898,0.00179
25.86,0.17896,0.00179
25.87,0.17893,0.001789
25.88,0.17891,0.001789
25.89,0.17888,0.001789
25.9,0.17886,0.001789
25.91,0.17884,0.001788
25.92,0.17881,0.001788
25.93,0.17879,0.001788
25.94,0.17876,0.001788
25.95,0.17874,0.001787
25.96,0.17872,0.001787
25.97,0.17869,0.001787
25.98,0.17867,0.001787
25.99,0.17865,0.001786
26,0.17862,0.001786
26.01,0.1786,0.001786
26.02,0.17857,0.001786
26.03,0.17855,0.001785
26.04,0.17853,0.001785
26.05,0.1785,0.001785
26.06,0.17848,0.001785
26.07,0.17845,0.001785
26.08,0.17843,0.001784
26.09,0.17841,0.001784
26.1,0.17838,0.001784
26.11,0.17836,0.001784
26.12,0.17834,0.001783
26.13,0.17831,0.001783
26.14,0.17829,0.001783
26.15,0.17826,0.001783
26.16,0.17824,0.001782
26.17,0.17822,0.001782
26.18,0.17819,0.001782
26.19,0.17817,0.001782
26.2,0.17815,0.001781
26.21,0.17812,0.001781
26.22,0.1781,0.001781
26.23,0.17807,0.001781
26.24,0.17805,0.001781
26.25,0.17803,0.00178
26.26,0.178,0.00178
26.27,0.17798,0.00178
26.28,0.17796,0.00178
26.29,0.17793,0.001779
26.3,0.17791,0.001779
26.31,0.17789,0.001779
26.32,0.17786,0.001779
26.33,0.17784,0.001778
26.34,0.17782,0.001778
26.35,0.17779,0.001778
26.36,0.17777,0.001778
26.37,0.17775,0.001777
26.38,0.17772,0.001777
26.39,0.1777,0.001777
26.4,0.17768,0.001777
26.41,0.17765,0.001777
26.42,0.17763,0.001776
26.43,0.17761,0.001776
26.44,0.17758,0.001776
26.45,0.17756,0.001776
26.46,0.17754,0.001775
26.47,0.17751,0.001775
26.48,0.17749,0.001775
26.49,0.17747,0.001775
26.5,0.17744,0.001774
26.51,0.17742,0.001774
26.52,0.1774,0.001774
26.53,0.17737,0.001774
26.54,0.17735,0.001774
26.55,0.17733,0.001773
26.56,0.1773,0.001773
26.57,0.17728,0.001773
26.58,0.17726,0.001773
26.59,0.17723,0.001772
26.6,0.17721,0.001772
26.61,0.17719,0.001772
26.62,0.17717,0.001772
26.63,0.17714,0.001771
26.64,0.17712,0.001771
26.65,0.1771,0.001771
26.66,0.17707,0.001771
26.67,0.17705,0.00177
26.68,0.17703,0.00177
26.69,0.177,0.00177
26.7,0.17698,0.00177
26.71,0.17696,0.00177
26.72,0.17693,0.001769
26.73,0.17691,0.001769
26.74,0.17689,0.001769
26.75,0.17687,0.001769
26.76,0.17684,0.001768
26.77,0.17682,0.001768
26.78,0.1768,0.001768
26.79,0.17677,0.001768
26.8,0.17675,0.001768
26.81,0.17673,0.001767
26.82,0.1767,0.001767
26.83,0.17668,0.001767
26.84,0.17666,0.001767
26.85,0.17664,0.001766
26.86,0.17661,0.001766
26.87,0.17659,0.001766
26.88,0.17657,0.001766
26.89,0.17654,0.001765
26.9,0.17652,0.001765
26.91,0.1765,0.001765
26.92,0.17647,0.001765
26.93,0.17645,0.001765
26.94,0.17643,0.001764
26.95,0.1764,0.001764
26.96,0.17638,0.001764
26.97,0.17636,0.001764
26.98,0.17634,0.001763
26.99,0.17631,0.001763
27,0.17629,0.001763
27.01,0.17627,0.001763
27.02,0.17624,0.001762
27.03,0.17622,0.001762
27.04,0.1762,0.001762
27.05,0.17618,0.001762
27.06,0.17615,0.001762
27.07,0.17613,0.001761
27.08,0.17611,0.001761
27.09,0.17608,0.001761
27.1,0.17606,0.001761
27.11,0.17604,0.00176
27.12,0.17602,0.00176
27.13,0.17599,0.00176
27.14,0.17597,0.00176
27.15,0.17595,0.001759
27.16,0.17592,0.001759
27.17,0.1759,0.001759
27.18,0.17588,0.001759
27.19,0.17586,0.001759
27.2,0.17583,0.001758
27.21,0.17581,0.001758
27.22,0.17579,0.001758
27.23,0.17576,0.001758
27.24,0.17574,0.001757
27.25,0.17572,0.001757
27.26,0.1757,0.001757
27.27,0.17567,0.001757
27.28,0.17565,0.001757
27.29,0.17563,0.001756
27.3,0.17561,0.001756
27.31,0.17558,0.001756
27.32,0.17556,0.001756
27.33,0.17554,0.001755
27.34,0.17551,0.001755
27.35,0.17549,0.001755
27.36,0.17547,0.001755
27.37,0.17545,0.001754
27.38,0.17542,0.001754
27.39,0.1754,0.001754
27.4,0.17538,0.001754
27.41,0.17536,0.001754
27.42,0.17533,0.001753
27.43,0.17531,0.001753
27.44,0.17529,0.001753
27.45,0.17527,0.001753
27.46,0.17524,0.001752
27.47,0.17522,0.001752
27.48,0.1752,0.001752
27.49,0.17518,0.001752
27.5,0.17515,0.001752
27.51,0.17513,0.001751
27.52,0.17511,0.001751
27.53,0.17508,0.001751
27.54,0.17506,0.001751
27.55,0.17504,0.00175
27.56,0.17502,0.00175
27.57,0.17499,0.00175
27.58,0.17497,0.00175
27.59,0.17495,0.001749
27.6,0.17493,0.001749
27.61,0.1749,0.001749
27.62,0.17488,0.001749
27.63,0.17486,0.001749
27.64,0.17484,0.001748
27.65,0.17481,0.001748
27.66,0.17479,0.001748
27.67,0.17477,0.001748
27.68,0.17475,0.001747
27.69,0.17472,0.001747
27.7,0.1747,0.001747
27.71,0.17468,0.001747
27.72,0.17466,0.001747
27.73,0.17463,0.001746
27.74,0.17461,0.001746
27.75,0.17459,0.001746
27.76,0.17457,0.001746
27.77,0.17454,0.001745
27.78,0.17452,0.001745
27.79,0.1745,0.001745
27.8,0.17448,0.001745
27.81,0.17445,0.001745
27.82,0.17443,0.001744
27.83,0.17441,0.001744
27.84,0.17439,0.001744
27.85,0.17437,0.001744
27.86,0.17434,0.001743
27.87,0.17432,0.001743
27.88,0.1743,0.001743
27.89,0.17428,0.001743
27.9,0.17425,0.001743
27.91,0.17423,0.001742
27.92,0.17421,0.001742
27.93,0.17419,0.001742
27.94,0.17416,0.001742
27.95,0.17414,0.001741
27.96,0.17412,0.001741
27.97,0.1741,0.001741
27.98,0.17407,0.001741
27.99,0.17405,0.001741
28,0.17403,0.00174
28.01,0.17401,0.00174
28.02,0.17398,0.00174
28.03,0.17396,0.00174
28.04,0.17394,0.001739
28.05,0.17392,0.001739
28.06,0.1739,0.001739
28.07,0.17387,0.001739
28.08,0.17385,0.001739
28.09,0.17383,0.001738
28.1,0.17381,0.001738
28.11,0.17378,0.001738
28.12,0.17376,0.001738
28.13,0.17374,0.001737
28.14,0.17372,0.001737
28.15,0.1737,0.001737
28.16,0.17367,0.001737
28.17,0.17365,0.001737
28.18,0.17363,0.001736
28.19,0.17361,0.001736
28.2,0.17358,0.001736
28.21,0.17356,0.001736
28.22,0.17354,0.001735
28.23,0.17352,0.001735
28.24,0.17349,0.001735
28.25,0.17347,0.001735
28.26,0.17345,0.001735
28.27,0.17343,0.001734
28.28,0.17341,0.001734
28.29,0.17338,0.001734
28.3,0.17336,0.001734
28.31,0.17334,0.001733
28.32,0.17332,0.001733
28.33,0.1733,0.001733
28.34,0.17327,0.001733
28.35,0.17325,0.001733
28.36,0.17323,0.001732
28.37,0.17321,0.001732
28.38,0.17318,0.001732
28.39,0.17316,0.001732
28.4,0.17314,0.001731
28.41,0.17312,0.001731
28.42,0.1731,0.001731
28.43,0.17307,0.001731
28.44,0.17305,0.001731
28.45,0.17303,0.00173
28.46,0.17301,0.00173
28.47,0.17299,0.00173
28.48,0.17296,0.00173
28.49,0.17294,0.001729
28.5,0.17292,0.001729
28.51,0.1729,0.001729
28.52,0.17288,0.001729
28.53,0.17285,0.001729
28.54,0.17283,0.001728
28.55,0.17281,0.001728
28.56,0.17279,0.001728
28.57,0.17277,0.001728
28.58,0.17274,0.001727
28.59,0.17272,0.001727
28.6,0.1727,0.001727
28.61,0.17268,0.001727
28.62,0.17266,0.001727
28.63,0.17264,0.001726
28.64,0.17261,0.001726
28.65,0.17259,0.001726
28.66,0.17257,0.001726
28.67,0.17255,0.001725
28.68,0.17253,0.001725
28.69,0.1725,0.001725
28.7,0.17248,0.001725
28.71,0.17246,0.001725
28.72,0.17244,0.001724
28.73,0.17242,0.001724
28.74,0.17239,0.001724
28.75,0.17237,0.001724
28.76,0.17235,0.001724
28.77,0.17233,0.001723
28.78,0.17231,0.001723
28.79,0.17229,0.001723
28.8,0.17226,0.001723
28.81,0.17224,0.001722
28.82,0.17222,0.001722
28.83,0.1722,0.001722
28.84,0.17218,0.001722
28.85,0.17216,0.001722
28.86,0.17213,0.001721
28.87,0.17211,0.001721
28.88,0.17209,0.001721
28.89,0.17207,0.001721
28.9,0.17205,0.00172
28.91,0.17203,0.00172
28.92,0.172,0.00172
28.93,0.17198,0.00172
28.94,0.17196,0.00172
28.95,0.17194,0.001719
28.96,0.17192,0.001719
28.97,0.1719,0.001719
28.98,0.17188,0.001719
28.99,0.17185,0.001719
29,0.17183,0.001718
29.01,0.17181,0.001718
29.02,0.17179,0.001718
29.03,0.17177,0.001718
29.04,0.17175,0.001717
29.05,0.17172,0.001717
29.06,0.1717,0.001717
29.07,0.17168,0.001717
29.08,0.17166,0.001717
29.09,0.17164,0.001716
29.1,0.17162,0.001716
29.11,0.1716,0.001716
29.12,0.17158,0.001716
29.13,0.17155,0.001716
29.14,0.17153,0.001715
29.15,0.17151,0.001715
29.16,0.17149,0.001715
29.17,0.17147,0.001715
29.18,0.17145,0.001714
29.19,0.17143,0.001714
29.2,0.1714,0.001714
29.21,0.17138,0.001714
29.22,0.17136,0.001714
29.23,0.17134,0.001713
29.24,0.17132,0.001713
29.25,0.1713,0.001713
29.26,0.17128,0.001713
29.27,0.17126,0.001713
29.28,0.17124,0.001712
29.29,0.17121,0.001712
29.3,0.17119,0.001712
29.31,0.17117,0.001712
29.32,0.17115,0.001712
29.33,0.17113,0.001711
29.34,0.17111,0.001711
29.35,0.17109,0.001711
29.36,0.17107,0.001711
29.37,0.17104,0.00171
29.38,0.17102,0.00171
29.39,0.171,0.00171
29.4,0.17098,0.00171
29.41,0.17096,0.00171
29.42,0.17094,0.001709
29.43,0.17092,0.001709
29.44,0.1709,0.001709
29.45,0.17088,0.001709
29.46,0.17086,0.001709
29.47,0.17083,0.001708
29.48,0.17081,0.001708
29.49,0.17079,0.001708
29.5,0.17077,0.001708
29.51,0.17075,0.001708
29.52,0.17073,0.001707
29.53,0.17071,0.001707
29.54,0.17069,0.001707
29.55,0.17067,0.001707
29.56,0.17065,0.001706
29.57,0.17063,0.001706
29.58,0.17061,0.001706
29.59,0.17059,0.001706
29.6,0.17057,0.001706
29.61,0.17054,0.001705
29.62,0.17052,0.001705
29.63,0.1705,0.001705
29.64,0.17048,0.001705
29.65,0.17046,0.001705
29.66,0.17044,0.001704
29.67,0.17042,0.001704
29.68,0.1704,0.001704
29.69,0.17038,0.001704
29.7,0.17036,0.001704
29.71,0.17034,0.001703
29.72,0.17032,0.001703
29.73,0.1703,0.001703
29.74,0.17028,0.001703
29.75,0.17026,0.001703
29.76,0.17024,0.001702
29.77,0.17022,0.001702
29.78,0.1702,0.001702
29.79,0.17018,0.001702
29.8,0.17016,0.001702
29.81,0.17014,0.001701
29.82,0.17012,0.001701
29.83,0.1701,0.001701
29.84,0.17008,0.001701
29.85,0.17006,0.001701
29.86,0.17004,0.0017
29.87,0.17002,0.0017
29.88,0.17,0.0017
29.89,0.16998,0.0017
29.9,0.16996,0.0017
29.91,0.16994,0.001699
29.92,0.16992,0.001699
29.93,0.1699,0.001699
29.94,0.16988,0.001699
29.95,0.16986,0.001699
29.96,0.16984,0.001698
29.97,0.16982,0.001698
29.98,0.1698,0.001698
29.99,0.16978,0.001698
30,0.16976,0.001698
30.01,0.16974,0.001697
30.02,0.16972,0.001697
30.03,0.1697,0.001697
30.04,0.16968,0.001697
30.05,0.16966,0.001697
30.06,0.16964,0.001696
30.07,0.16962,0.001696
30.08,0.16961,0.001696
30.09,0.16959,0.001696
30.1,0.16957,0.001696
30.11,0.16955,0.001695
30.12,0.16953,0.001695
30.13,0.16951,0.001695
30.14,0.16949,0.001695
30.15,0.16947,0.001695
30.16,0.16945,0.001694
30.17,0.16943,0.001694
30.18,0.16941,0.001694
30.19,0.16939,0.001694
30.2,0.16937,0.001694
30.21,0.16935,0.001694
30.22,0.16933,0.001693
30.23,0.16931,0.001693
30.24,0.16929,0.001693
30.25,0.16928,0.001693
30.26,0.16926,0.001693
30.27,0.16924,0.001692
30.28,0.16922,0.001692
30.29,0.1692,0.001692
30.3,0.16918,0.001692
30.31,0.16916,0.001692
30.32,0.16914,0.001691
30.33,0.16912,0.001691
30.34,0.1691,0.001691
30.35,0.16908,0.001691
30.36,0.16906,0.001691
30.37,0.16904,0.00169
30.38,0.16902,0.00169
30.39,0.16901,0.00169
30.4,0.16899,0.00169
30.41,0.16897,0.00169
30.42,0.16895,0.001689
30.43,0.16893,0.001689
30.44,0.16891,0.001689
30.45,0.16889,0.001689
30.46,0.16887,0.001689
30.47,0.16885,0.001689
30.48,0.16883,0.001688
30.49,0.16881,0.001688
30.5,0.16879,0.001688
30.51,0.16877,0.001688
30.52,0.16875,0.001688
30.53,0.16873,0.001687
30.54,0.16872,0.001687
30.55,0.1687,0.001687
30.56,0.16868,0.001687
30.57,0.16866,0.001687
30.58,0.16864,0.001686
30.59,0.16862,0.001686
30.6,0.1686,0.001686
30.61,0.16858,0.001686
30.62,0.16856,0.001686
30.63,0.16854,0.001685
30.64,0.16852,0.001685
30.65,0.1685,0.001685
30.66,0.16849,0.001685
30.67,0.16847,0.001685
30.68,0.16845,0.001684
30.69,0.16843,0.001684
30.7,0.16841,0.001684
30.71,0.16839,0.001684
30.72,0.16837,0.001684
30.73,0.16835,0.001684
30.74,0.16833,0.001683
30.75,0.16831,0.001683
30.76,0.16829,0.001683
30.77,0.16827,0.001683
30.78,0.16825,0.001683
30.79,0.16824,0.001682
30.8,0.16822,0.001682
30.81,0.1682,0.001682
30.82,0.16818,0.001682
30.83,0.16816,0.001682
30.84,0.16814,0.001681
30.85,0.16812,0.001681
30.86,0.1681,0.001681
30.87,0.16808,0.001681
30.88,0.16806,0.001681
30.89,0.16804,0.00168
30.9,0.16803,0.00168
30.91,0.16801,0.00168
30.92,0.16799,0.00168
30.93,0.16797,0.00168
30.94,0.16795,0.001679
30.95,0.16793,0.001679
30.96,0.16791,0.001679
30.97,0.16789,0.001679
30.98,0.16787,0.001679
30.99,0.16785,0.001679
31,0.16784,0.001678
31.01,0.16782,0.001678
31.02,0.1678,0.001678
31.03,0.16778,0.001678
31.04,0.16776,0.001678
31.05,0.16774,0.001677
31.06,0.16772,0.001677
31.07,0.1677,0.001677
31.08,0.16768,0.001677
31.09,0.16767,0.001677
31.1,0.16765,0.001676
31.11,0.16763,0.001676
31.12,0.16761,0.001676
31.13,0.16759,0.001676
31.14,0.16757,0.001676
31.15,0.16755,0.001676
31.16,0.16753,0.001675
31.17,0.16752,0.001675
31.18,0.1675,0.001675
31.19,0.16748,0.001675
31.2,0.16746,0.001675
31.21,0.16744,0.001674
31.22,0.16742,0.001674
31.23,0.1674,0.001674
31.24,0.16739,0.001674
31.25,0.16737,0.001674
31.26,0.16735,0.001673
31.27,0.16733,0.001673
31.28,0.16731,0.001673
31.29,0.16729,0.001673
31.3,0.16727,0.001673
31.31,0.16726,0.001673
31.32,0.16724,0.001672
31.33,0.16722,0.001672
31.34,0.1672,0.001672
31.35,0.16718,0.001672
31.36,0.16716,0.001672
31.37,0.16715,0.001671
31.38,0.16713,0.001671
31.39,0.16711,0.001671
31.4,0.16709,0.001671
31.41,0.16707,0.001671
31.42,0.16705,0.001671
31.43,0.16704,0.00167
31.44,0.16702,0.00167
31.45,0.167,0.00167
31.46,0.16698,0.00167
31.47,0.16696,0.00167
31.48,0.16694,0.001669
31.49,0.16693,0.001669
31.5,0.16691,0.001669
31.51,0.16689,0.001669
31.52,0.16687,0.001669
31.53,0.16685,0.001669
31.54,0.16683,0.001668
31.55,0.16682,0.001668
31.56,0.1668,0.001668
31.57,0.16678,0.001668
31.58,0.16676,0.001668
31.59,0.16674,0.001667
31.6,0.16673,0.001667
31.61,0.16671,0.001667
31.62,0.16669,0.001667
31.63,0.16667,0.001667
31.64,0.16665,0.001667
31.65,0.16663,0.001666
31.66,0.16662,0.001666
31.67,0.1666,0.001666
31.68,0.16658,0.001666
31.69,0.16656,0.001666
31.7,0.16654,0.001665
31.71,0.16652,0.001665
31.72,0.16651,0.001665
31.73,0.16649,0.001665
31.74,0.16647,0.001665
31.75,0.16645,0.001665
31.76,0.16643,0.001664
31.77,0.16642,0.001664
31.78,0.1664,0.001664
31.79,0.16638,0.001664
31.8,0.16636,0.001664
31.81,0.16634,0.001663
31.82,0.16632,0.001663
31.83,0.16631,0.001663
31.84,0.16629,0.001663
31.85,0.16627,0.001663
31.86,0.16625,0.001663
31.87,0.16623,0.001662
31.88,0.16622,0.001662
31.89,0.1662,0.001662
31.9,0.16618,0.001662
31.91,0.16616,0.001662
31.92,0.16614,0.001661
31.93,0.16612,0.001661
31.94,0.16611,0.001661
31.95,0.16609,0.001661
31.96,0.16607,0.001661
31.97,0.16605,0.001661
31.98,0.16603,0.00166
31.99,0.16602,0.00166
32,0.166,0.00166
32.01,0.16598,0.00166
32.02,0.16596,0.00166
32.03,0.16594,0.001659
32.04,0.16592,0.001659
32.05,0.16591,0.001659
32.06,0.16589,0.001659
32.07,0.16587,0.001659
32.08,0.16585,0.001659
32.09,0.16583,0.001658
32.1,0.16581,0.001658
32.11,0.1658,0.001658
32.12,0.16578,0.001658
32.13,0.16576,0.001658
32.14,0.16574,0.001657
32.15,0.16572,0.001657
32.16,0.16571,0.001657
32.17,0.16569,0.001657
32.18,0.16567,0.001657
32.19,0.16565,0.001657
32.2,0.16563,0.001656
32.21,0.16561,0.001656
32.22,0.1656,0.001656
32.23,0.16558,0.001656
32.24,0.16556,0.001656
32.25,0.16554,0.001655
32.26,0.16552,0.001655
32.27,0.1655,0.001655
32.28,0.16549,0.001655
32.29,0.16547,0.001655
32.3,0.16545,0.001654
32.31,0.16543,0.001654
32.32,0.16541,0.001654
32.33,0.16539,0.001654
32.34,0.16538,0.001654
32.35,0.16536,0.001654
32.36,0.16534,0.001653
32.37,0.16532,0.001653
32.38,0.1653,0.001653
32.39,0.16528,0.001653
32.4,0.16527,0.001653
32.41,0.16525,0.001652
32.42,0.16523,0.001652
32.43,0.16521,0.001652
32.44,0.16519,0.001652
32.45,0.16517,0.001652
32.46,0.16516,0.001652
32.47,0.16514,0.001651
32.48,0.16512,0.001651
32.49,0.1651,0.001651
32.5,0.16508,0.001651
32.51,0.16506,0.001651
32.52,0.16505,0.00165
32.53,0.16503,0.00165
32.54,0.16501,0.00165
32.55,0.16499,0.00165
32.56,0.16497,0.00165
32.57,0.16495,0.00165
32.58,0.16493,0.001649
32.59,0.16492,0.001649
32.6,0.1649,0.001649
32.61,0.16488,0.001649
32.62,0.16486,0.001649
32.63,0.16484,0.001648
32.64,0.16482,0.001648
32.65,0.16481,0.001648
32.66,0.16479,0.001648
32.67,0.16477,0.001648
32.68,0.16475,0.001647
32.69,0.16473,0.001647
32.7,0.16471,0.001647
32.71,0.16469,0.001647
32.72,0.16468,0.001647
32.73,0.16466,0.001647
32.74,0.16464,0.001646
32.75,0.16462,0.001646
32.76,0.1646,0.001646
32.77,0.16458,0.001646
32.78,0.16457,0.001646
32.79,0.16455,0.001645
32.8,0.16453,0.001645
32.81,0.16451,0.001645
32.82,0.16449,0.001645
32.83,0.16447,0.001645
32.84,0.16445,0.001645
32.85,0.16444,0.001644
32.86,0.16442,0.001644
32.87,0.1644,0.001644
32.88,0.16438,0.001644
32.89,0.16436,0.001644
32.9,0.16434,0.001643
32.91,0.16433,0.001643
32.92,0.16431,0.001643
32.93,0.16429,0.001643
32.94,0.16427,0.001643
32.95,0.16425,0.001643
32.96,0.16423,0.001642
32.97,0.16421,0.001642
32.98,0.1642,0.001642
32.99,0.16418,0.001642
33,0.16416,0.001642
33.01,0.16414,0.001641
33.02,0.16412,0.001641
33.03,0.1641,0.001641
33.04,0.16409,0.001641
33.05,0.16407,0.001641
33.06,0.16405,0.00164
33.07,0.16403,0.00164
33.08,0.16401,0.00164
33.09,0.16399,0.00164
33.1,0.16397,0.00164
33.11,0.16396,0.00164
33.12,0.16394,0.001639
33.13,0.16392,0.001639
33.14,0.1639,0.001639
33.15,0.16388,0.001639
33.16,0.16386,0.001639
33.17,0.16385,0.001638
33.18,0.16383,0.001638
33.19,0.16381,0.001638
33.2,0.16379,0.001638
33.21,0.16377,0.001638
33.22,0.16375,0.001638
33.23,0.16374,0.001637
33.24,0.16372,0.001637
33.25,0.1637,0.001637
33.26,0.16368,0.001637
33.27,0.16366,0.001637
33.28,0.16364,0.001636
33.29,0.16363,0.001636
33.3,0.16361,0.001636
33.31,0.16359,0.001636
33.32,0.16357,0.001636
33.33,0.16355,0.001636
33.34,0.16353,0.001635
33.35,0.16352,0.001635
33.36,0.1635,0.001635
33.37,0.16348,0.001635
33.38,0.16346,0.001635
33.39,0.16344,0.001634
33.4,0.16342,0.001634
33.41,0.16341,0.001634
33.42,0.16339,0.001634
33.43,0.16337,0.001634
33.44,0.16335,0.001634
33.45,0.16333,0.001633
33.46,0.16331,0.001633
33.47,0.1633,0.001633
33.48,0.16328,0.001633
33.49,0.16326,0.001633
33.5,0.16324,0.001632
33.51,0.16322,0.001632
33.52,0.1632,0.001632
33.53,0.16319,0.001632
33.54,0.16317,0.001632
33.55,0.16315,0.001631
33.56,0.16313,0.001631
33.57,0.16311,0.001631
33.58,0.16309,0.001631
33.59,0.16308,0.001631
33.6,0.16306,0.001631
33.61,0.16304,0.00163
33.62,0.16302,0.00163
33.63,0.163,0.00163
33.64,0.16299,0.00163
33.65,0.16297,0.00163
33.66,0.16295,0.001629
33.67,0.16293,0.001629
33.68,0.16291,0.001629
33.69,0.1629,0.001629
33.7,0.16288,0.001629
33.71,0.16286,0.001629
33.72,0.16284,0.001628
33.73,0.16282,0.001628
33.74,0.1628,0.001628
33.75,0.16279,0.001628
33.76,0.16277,0.001628
33.77,0.16275,0.001628
33.78,0.16273,0.001627
33.79,0.16271,0.001627
33.8,0.1627,0.001627
33.81,0.16268,0.001627
33.82,0.16266,0.001627
33.83,0.16264,0.001626
33.84,0.16262,0.001626
33.85,0.16261,0.001626
33.86,0.16259,0.001626
33.87,0.16257,0.001626
33.88,0.16255,0.001626
33.89,0.16253,0.001625
33.9,0.16252,0.001625
33.91,0.1625,0.001625
33.92,0.16248,0.001625
33.93,0.16246,0.001625
33.94,0.16244,0.001624
33.95,0.16243,0.001624
33.96,0.16241,0.001624
33.97,0.16239,0.001624
33.98,0.16237,0.001624
33.99,0.16236,0.001624
34,0.16234,0.001623
34.01,0.16232,0.001623
34.02,0.1623,0.001623
34.03,0.16228,0.001623
34.04,0.16227,0.001623
34.05,0.16225,0.001622
34.06,0.16223,0.001622
34.07,0.16221,0.001622
34.08,0.16219,0.001622
34.09,0.16218,0.001622
34.1,0.16216,0.001622
34.11,0.16214,0.001621
34.12,0.16212,0.001621
34.13,0.16211,0.001621
34.14,0.16209,0.001621
34.15,0.16207,0.001621
34.16,0.16205,0.001621
34.17,0.16204,0.00162
34.18,0.16202,0.00162
34.19,0.162,0.00162
34.2,0.16198,0.00162
34.21,0.16196,0.00162
34.22,0.16195,0.001619
34.23,0.16193,0.001619
34.24,0.16191,0.001619
34.25,0.16189,0.001619
34.26,0.16188,0.001619
34.27,0.16186,0.001619
34.28,0.16184,0.001618
34.29,0.16182,0.001618
34.3,0.16181,0.001618
34.31,0.16179,0.001618
34.32,0.16177,0.001618
34.33,0.16175,0.001618
34.34,0.16174,0.001617
34.35,0.16172,0.001617
34.36,0.1617,0.001617
34.37,0.16168,0.001617
34.38,0.16167,0.001617
34.39,0.16165,0.001616
34.4,0.16163,0.001616
34.41,0.16161,0.001616
34.42,0.1616,0.001616
34.43,0.16158,0.001616
34.44,0.16156,0.001616
34.45,0.16154,0.001615
34.46,0.16153,0.001615
34.47,0.16151,0.001615
34.48,0.16149,0.001615
34.49,0.16147,0.001615
34.5,0.16146,0.001615
34.51,0.16144,0.001614
34.52,0.16142,0.001614
34.53,0.16141,0.001614
34.54,0.16139,0.001614
34.55,0.16137,0.001614
34.56,0.16135,0.001614
34.57,0.16134,0.001613
34.58,0.16132,0.001613
34.59,0.1613,0.001613
34.6,0.16128,0.001613
34.61,0.16127,0.001613
34.62,0.16125,0.001612
34.63,0.16123,0.001612
34.64,0.16122,0.001612
34.65,0.1612,0.001612
34.66,0.16118,0.001612
34.67,0.16116,0.001612
34.68,0.16115,0.001611
34.69,0.16113,0.001611
34.7,0.16111,0.001611
34.71,0.16109,0.001611
34.72,0.16108,0.001611
34.73,0.16106,0.001611
34.74,0.16104,0.00161
34.75,0.16103,0.00161
34.76,0.16101,0.00161
34.77,0.16099,0.00161
34.78,0.16097,0.00161
34.79,0.16096,0.00161
34.8,0.16094,0.001609
34.81,0.16092,0.001609
34.82,0.1609,0.001609
34.83,0.16089,0.001609
34.84,0.16087,0.001609
34.85,0.16085,0.001609
34.86,0.16084,0.001608
34.87,0.16082,0.001608
34.88,0.1608,0.001608
34.89,0.16078,0.001608
34.9,0.16077,0.001608
34.91,0.16075,0.001608
34.92,0.16073,0.001607
34.93,0.16072,0.001607
34.94,0.1607,0.001607
34.95,0.16068,0.001607
34.96,0.16066,0.001607
34.97,0.16065,0.001606
34.98,0.16063,0.001606
34.99,0.16061,0.001606
35,0.1606,0.001606
35.01,0.16058,0.001606
35.02,0.16056,0.001606
35.03,0.16054,0.001605
35.04,0.16053,0.001605
35.05,0.16051,0.001605
35.06,0.16049,0.001605
35.07,0.16048,0.001605
35.08,0.16046,0.001605
35.09,0.16044,0.001604
35.1,0.16042,0.001604
35.11,0.16041,0.001604
35.12,0.16039,0.001604
35.13,0.16037,0.001604
35.14,0.16036,0.001604
35.15,0.16034,0.001603
35.16,0.16032,0.001603
35.17,0.1603,0.001603
35.18,0.16029,0.001603
35.19,0.16027,0.001603
35.2,0.16025,0.001603
35.21,0.16024,0.001602
35.22,0.16022,0.001602
35.23,0.1602,0.001602
35.24,0.16019,0.001602
35.25,0.16017,0.001602
35.26,0.16015,0.001602
35.27,0.16013,0.001601
35.28,0.16012,0.001601
35.29,0.1601,0.001601
35.3,0.16008,0.001601
35.31,0.16007,0.001601
35.32,0.16005,0.0016
35.33,0.16003,0.0016
35.34,0.16001,0.0016
35.35,0.16,0.0016
35.36,0.15998,0.0016
35.37,0.15996,0.0016
35.38,0.15995,0.001599
35.39,0.15993,0.001599
35.4,0.15991,0.001599
35.41,0.1599,0.001599
35.42,0.15988,0.001599
35.43,0.15986,0.001599
35.44,0.15984,0.001598
35.45,0.15983,0.001598
35.46,0.15981,0.001598
35.47,0.15979,0.001598
35.48,0.15978,0.001598
35.49,0.15976,0.001598
35.5,0.15974,0.001597
35.51,0.15973,0.001597
35.52,0.15971,0.001597
35.53,0.15969,0.001597
35.54,0.15967,0.001597
35.55,0.15966,0.001597
35.56,0.15964,0.001596
35.57,0.15962,0.001596
35.58,0.15961,0.001596
35.59,0.15959,0.001596
35.6,0.15957,0.001596
35.61,0.15956,0.001596
35.62,0.15954,0.001595
35.63,0.15952,0.001595
35.64,0.1595,0.001595
35.65,0.15949,0.001595
35.66,0.15947,0.001595
35.67,0.15945,0.001595
35.68,0.15944,0.001594
35.69,0.15942,0.001594
35.7,0.1594,0.001594
35.71,0.15939,0.001594
35.72,0.15937,0.001594
35.73,0.15935,0.001594
