Time,TEG_Power,TEG_dJ
15.73,0.20915,0.002091
15.74,0.20911,0.002091
15.75,0.20907,0.002091
15.76,0.20904,0.00209
15.77,0.209,0.00209
15.78,0.20896,0.00209
15.79,0.20893,0.002089
15.8,0.20889,0.002089
15.81,0.20885,0.002089
15.82,0.20882,0.002088
15.83,0.20878,0.002088
15.84,0.20874,0.002087
15.85,0.20871,0.002087
15.86,0.20867,0.002087
15.87,0.20863,0.002086
15.88,0.2086,0.002086
15.89,0.20856,0.002086
15.9,0.20853,0.002085
15.91,0.20849,0.002085
15.92,0.20845,0.002085
15.93,0.20842,0.002084
15.94,0.20838,0.002084
15.95,0.20834,0.002083
15.96,0.20831,0.002083
15.97,0.20827,0.002083
15.98,0.20824,0.002082
15.99,0.2082,0.002082
16,0.20816,0.002082
16.01,0.20813,0.002081
16.02,0.20809,0.002081
16.03,0.20806,0.002081
16.04,0.20802,0.00208
16.05,0.20798,0.00208
16.06,0.20795,0.002079
16.07,0.20791,0.002079
16.08,0.20788,0.002079
16.09,0.20784,0.002078
16.1,0.20781,0.002078
16.11,0.20777,0.002078
16.12,0.20773,0.002077
16.13,0.2077,0.002077
16.14,0.20766,0.002077
16.15,0.20763,0.002076
16.16,0.20759,0.002076
16.17,0.20756,0.002076
16.18,0.20752,0.002075
16.19,0.20749,0.002075
16.2,0.20745,0.002075
16.21,0.20742,0.002074
16.22,0.20738,0.002074
16.23,0.20734,0.002073
16.24,0.20731,0.002073
16.25,0.20727,0.002073
16.26,0.20724,0.002072
16.27,0.2072,0.002072
16.28,0.20717,0.002072
16.29,0.20713,0.002071
16.3,0.2071,0.002071
16.31,0.20706,0.002071
16.32,0.20703,0.00207
16.33,0.20699,0.00207
16.34,0.20696,0.00207
16.35,0.20692,0.002069
16.36,0.20689,0.002069
16.37,0.20685,0.002069
16.38,0.20682,0.002068
16.39,0.20678,0.002068
16.4,0.20675,0.002067
16.41,0.20671,0.002067
16.42,0.20668,0.002067
16.43,0.20664,0.002066
16.44,0.20661,0.002066
16.45,0.20657,0.002066
16.46,0.20654,0.002065
16.47,0.2065,0.002065
16.48,0.20647,0.002065
16.49,0.20643,0.002064
16.5,0.2064,0.002064
16.51,0.20636,0.002064
16.52,0.20633,0.002063
16.53,0.20629,0.002063
16.54,0.20626,0.002063
16.55,0.20622,0.002062
16.56,0.20619,0.002062
16.57,0.20615,0.002062
16.58,0.20612,0.002061
16.59,0.20608,0.002061
16.6,0.20604,0.00206
16.61,0.20601,0.00206
16.62,0.20597,0.00206
16.63,0.20594,0.002059
16.64,0.2059,0.002059
16.65,0.20587,0.002059
16.66,0.20583,0.002058
16.67,0.2058,0.002058
16.68,0.20576,0.002058
16.69,0.20573,0.002057
16.7,0.20569,0.002057
16.71,0.20566,0.002057
16.72,0.20562,0.002056
16.73,0.20559,0.002056
16.74,0.20555,0.002056
16.75,0.20552,0.002055
16.76,0.20548,0.002055
16.77,0.20545,0.002054
16.78,0.20541,0.002054
16.79,0.20538,0.002054
16.8,0.20535,0.002053
16.81,0.20531,0.002053
16.82,0.20528,0.002053
16.83,0.20524,0.002052
16.84,0.20521,0.002052
16.85,0.20517,0.002052
16.86,0.20514,0.002051
16.87,0.2051,0.002051
16.88,0.20507,0.002051
16.89,0.20503,0.00205
16.9,0.205,0.00205
16.91,0.20496,0.00205
16.92,0.20493,0.002049
16.93,0.20489,0.002049
16.94,0.20486,0.002049
16.95,0.20482,0.002048
16.96,0.20479,0.002048
16.97,0.20475,0.002048
16.98,0.20472,0.002047
16.99,0.20468,0.002047
17,0.20465,0.002046
17.01,0.20461,0.002046
17.02,0.20458,0.002046
17.03,0.20454,0.002045
17.04,0.20451,0.002045
17.05,0.20447,0.002045
17.06,0.20444,0.002044
17.07,0.20441,0.002044
17.08,0.20437,0.002044
17.09,0.20434,0.002043
17.1,0.2043,0.002043
17.11,0.20427,0.002043
17.12,0.20423,0.002042
17.13,0.2042,0.002042
17.14,0.20416,0.002042
17.15,0.20413,0.002041
17.16,0.20409,0.002041
17.17,0.20406,0.002041
17.18,0.20403,0.00204
17.19,0.20399,0.00204
17.2,0.20396,0.00204
17.21,0.20392,0.002039
17.22,0.20389,0.002039
17.23,0.20385,0.002039
17.24,0.20382,0.002038
17.25,0.20378,0.002038
17.26,0.20375,0.002038
17.27,0.20372,0.002037
17.28,0.20368,0.002037
17.29,0.20365,0.002036
17.3,0.20361,0.002036
17.31,0.20358,0.002036
17.32,0.20354,0.002035
17.33,0.20351,0.002035
17.34,0.20348,0.002035
17.35,0.20344,0.002034
17.36,0.20341,0.002034
17.37,0.20337,0.002034
17.38,0.20334,0.002033
17.39,0.2033,0.002033
17.4,0.20327,0.002033
17.41,0.20324,0.002032
17.42,0.2032,0.002032
17.43,0.20317,0.002032
17.44,0.20313,0.002031
17.45,0.2031,0.002031
17.46,0.20307,0.002031
17.47,0.20303,0.00203
17.48,0.203,0.00203
17.49,0.20296,0.00203
17.5,0.20293,0.002029
17.51,0.20289,0.002029
17.52,0.20286,0.002029
17.53,0.20283,0.002028
17.54,0.20279,0.002028
17.55,0.20276,0.002028
17.56,0.20272,0.002027
17.57,0.20269,0.002027
17.58,0.20266,0.002027
17.59,0.20262,0.002026
17.6,0.20259,0.002026
17.61,0.20255,0.002026
17.62,0.20252,0.002025
17.63,0.20249,0.002025
17.64,0.20245,0.002025
17.65,0.20242,0.002024
17.66,0.20238,0.002024
17.67,0.20235,0.002024
17.68,0.20232,0.002023
17.69,0.20228,0.002023
17.7,0.20225,0.002022
17.71,0.20221,0.002022
17.72,0.20218,0.002022
17.73,0.20215,0.002021
17.74,0.20211,0.002021
17.75,0.20208,0.002021
17.76,0.20205,0.00202
17.77,0.20201,0.00202
17.78,0.20198,0.00202
17.79,0.20194,0.002019
17.8,0.20191,0.002019
17.81,0.20188,0.002019
17.82,0.20184,0.002018
17.83,0.20181,0.002018
17.84,0.20178,0.002018
17.85,0.20174,0.002017
17.86,0.20171,0.002017
17.87,0.20167,0.002017
17.88,0.20164,0.002016
17.89,0.20161,0.002016
17.9,0.20157,0.002016
17.91,0.20154,0.002015
17.92,0.20151,0.002015
17.93,0.20147,0.002015
17.94,0.20144,0.002014
17.95,0.2014,0.002014
17.96,0.20137,0.002014
17.97,0.20134,0.002013
17.98,0.2013,0.002013
17.99,0.20127,0.002013
18,0.20124,0.002012
18.01,0.2012,0.002012
18.02,0.20117,0.002012
18.03,0.20114,0.002011
18.04,0.2011,0.002011
18.05,0.20107,0.002011
18.06,0.20103,0.00201
18.07,0.201,0.00201
18.08,0.20097,0.00201
18.09,0.20093,0.002009
18.1,0.2009,0.002009
18.11,0.20087,0.002009
18.12,0.20083,0.002008
18.13,0.2008,0.002008
18.14,0.20077,0.002008
18.15,0.20073,0.002007
18.16,0.2007,0.002007
18.17,0.20067,0.002007
18.18,0.20063,0.002006
18.19,0.2006,0.002006
18.2,0.20057,0.002006
18.21,0.20053,0.002005
18.22,0.2005,0.002005
18.23,0.20046,0.002005
18.24,0.20043,0.002004
18.25,0.2004,0.002004
18.26,0.20036,0.002004
18.27,0.20033,0.002003
18.28,0.2003,0.002003
18.29,0.20026,0.002003
18.3,0.20023,0.002002
18.31,0.2002,0.002002
18.32,0.20016,0.002002
18.33,0.20013,0.002001
18.34,0.2001,0.002001
18.35,0.20006,0.002001
18.36,0.20003,0.002
18.37,0.2,0.002
18.38,0.19996,0.002
18.39,0.19993,0.001999
18.4,0.1999,0.001999
18.41,0.19986,0.001999
18.42,0.19983,0.001998
18.43,0.1998,0.001998
18.44,0.19976,0.001998
18.45,0.19973,0.001997
18.46,0.1997,0.001997
18.47,0.19966,0.001997
18.48,0.19963,0.001996
18.49,0.1996,0.001996
18.5,0.19956,0.001996
18.51,0.19953,0.001995
18.52,0.1995,0.001995
18.53,0.19946,0.001995
18.54,0.19943,0.001994
18.55,0.1994,0.001994
18.56,0.19936,0.001994
18.57,0.19933,0.001993
18.58,0.1993,0.001993
18.59,0.19927,0.001993
18.6,0.19923,0.001992
18.61,0.1992,0.001992
18.62,0.19917,0.001992
18.63,0.19913,0.001991
18.64,0.1991,0.001991
18.65,0.19907,0.001991
18.66,0.19903,0.00199
18.67,0.199,0.00199
18.68,0.19897,0.00199
18.69,0.19893,0.001989
18.7,0.1989,0.001989
18.71,0.19887,0.001989
18.72,0.19883,0.001988
18.73,0.1988,0.001988
18.74,0.19877,0.001988
18.75,0.19874,0.001987
18.76,0.1987,0.001987
18.77,0.19867,0.001987
18.78,0.19864,0.001986
18.79,0.1986,0.001986
18.8,0.19857,0.001986
18.81,0.19854,0.001985
18.82,0.1985,0.001985
18.83,0.19847,0.001985
18.84,0.19844,0.001984
18.85,0.19841,0.001984
18.86,0.19837,0.001984
18.87,0.19834,0.001983
18.88,0.19831,0.001983
18.89,0.19827,0.001983
18.9,0.19824,0.001982
18.91,0.19821,0.001982
18.92,0.19818,0.001982
18.93,0.19814,0.001981
18.94,0.19811,0.001981
18.95,0.19808,0.001981
18.96,0.19804,0.00198
18.97,0.19801,0.00198
18.98,0.19798,0.00198
18.99,0.19795,0.001979
19,0.19791,0.001979
19.01,0.19788,0.001979
19.02,0.19785,0.001978
19.03,0.19781,0.001978
19.04,0.19778,0.001978
19.05,0.19775,0.001977
19.06,0.19772,0.001977
19.07,0.19768,0.001977
19.08,0.19765,0.001977
19.09,0.19762,0.001976
19.1,0.19759,0.001976
19.11,0.19755,0.001976
19.12,0.19752,0.001975
19.13,0.19749,0.001975
19.14,0.19746,0.001975
19.15,0.19742,0.001974
19.16,0.19739,0.001974
19.17,0.19736,0.001974
19.18,0.19733,0.001973
19.19,0.19729,0.001973
19.2,0.19726,0.001973
19.21,0.19723,0.001972
19.22,0.1972,0.001972
19.23,0.19716,0.001972
19.24,0.19713,0.001971
19.25,0.1971,0.001971
19.26,0.19707,0.001971
19.27,0.19703,0.00197
19.28,0.197,0.00197
19.29,0.19697,0.00197
19.3,0.19694,0.001969
19.31,0.1969,0.001969
19.32,0.19687,0.001969
19.33,0.19684,0.001968
19.34,0.19681,0.001968
19.35,0.19678,0.001968
19.36,0.19674,0.001967
19.37,0.19671,0.001967
19.38,0.19668,0.001967
19.39,0.19665,0.001966
19.4,0.19662,0.001966
19.41,0.19658,0.001966
19.42,0.19655,0.001966
19.43,0.19652,0.001965
19.44,0.19649,0.001965
19.45,0.19645,0.001965
19.46,0.19642,0.001964
19.47,0.19639,0.001964
19.48,0.19636,0.001964
19.49,0.19633,0.001963
19.5,0.1963,0.001963
19.51,0.19626,0.001963
19.52,0.19623,0.001962
19.53,0.1962,0.001962
19.54,0.19617,0.001962
19.55,0.19614,0.001961
19.56,0.1961,0.001961
19.57,0.19607,0.001961
19.58,0.19604,0.00196
19.59,0.19601,0.00196
19.6,0.19598,0.00196
19.61,0.19595,0.001959
19.62,0.19591,0.001959
19.63,0.19588,0.001959
19.64,0.19585,0.001959
19.65,0.19582,0.001958
19.66,0.19579,0.001958
19.67,0.19576,0.001958
19.68,0.19572,0.001957
19.69,0.19569,0.001957
19.7,0.19566,0.001957
19.71,0.19563,0.001956
19.72,0.1956,0.001956
19.73,0.19557,0.001956
19.74,0.19554,0.001955
19.75,0.1955,0.001955
19.76,0.19547,0.001955
19.77,0.19544,0.001954
19.78,0.19541,0.001954
19.79,0.19538,0.001954
19.8,0.19535,0.001953
19.81,0.19532,0.001953
19.82,0.19529,0.001953
19.83,0.19526,0.001953
19.84,0.19522,0.001952
19.85,0.19519,0.001952
19.86,0.19516,0.001952
19.87,0.19513,0.001951
19.88,0.1951,0.001951
19.89,0.19507,0.001951
19.9,0.19504,0.00195
19.91,0.19501,0.00195
19.92,0.19498,0.00195
19.93,0.19494,0.001949
19.94,0.19491,0.001949
19.95,0.19488,0.001949
19.96,0.19485,0.001949
19.97,0.19482,0.001948
19.98,0.19479,0.001948
19.99,0.19476,0.001948
20,0.19473,0.001947
20.01,0.1947,0.001947
20.02,0.19467,0.001947
20.03,0.19464,0.001946
20.04,0.1946,0.001946
20.05,0.19457,0.001946
20.06,0.19454,0.001945
20.07,0.19451,0.001945
20.08,0.19448,0.001945
20.09,0.19445,0.001945
20.1,0.19442,0.001944
20.11,0.19439,0.001944
20.12,0.19436,0.001944
20.13,0.19433,0.001943
20.14,0.1943,0.001943
20.15,0.19427,0.001943
20.16,0.19424,0.001942
20.17,0.19421,0.001942
20.18,0.19418,0.001942
20.19,0.19415,0.001941
20.2,0.19412,0.001941
20.21,0.19409,0.001941
20.22,0.19406,0.001941
20.23,0.19402,0.00194
20.24,0.19399,0.00194
20.25,0.19396,0.00194
20.26,0.19393,0.001939
20.27,0.1939,0.001939
20.28,0.19387,0.001939
20.29,0.19384,0.001938
20.3,0.19381,0.001938
20.31,0.19378,0.001938
20.32,0.19375,0.001938
20.33,0.19372,0.001937
20.34,0.19369,0.001937
20.35,0.19366,0.001937
20.36,0.19363,0.001936
20.37,0.1936,0.001936
20.38,0.19357,0.001936
20.39,0.19354,0.001935
20.4,0.19351,0.001935
20.41,0.19348,0.001935
20.42,0.19345,0.001934
20.43,0.19342,0.001934
20.44,0.19339,0.001934
20.45,0.19336,0.001934
20.46,0.19333,0.001933
20.47,0.1933,0.001933
20.48,0.19327,0.001933
20.49,0.19324,0.001932
20.5,0.19321,0.001932
20.51,0.19318,0.001932
20.52,0.19315,0.001931
20.53,0.19312,0.001931
20.54,0.19309,0.001931
20.55,0.19306,0.001931
20.56,0.19303,0.00193
20.57,0.193,0.00193
20.58,0.19297,0.00193
20.59,0.19294,0.001929
20.6,0.19291,0.001929
20.61,0.19288,0.001929
20.62,0.19285,0.001929
20.63,0.19282,0.001928
20.64,0.19279,0.001928
20.65,0.19276,0.001928
20.66,0.19273,0.001927
20.67,0.1927,0.001927
20.68,0.19267,0.001927
20.69,0.19264,0.001926
20.7,0.19261,0.001926
20.71,0.19259,0.001926
20.72,0.19256,0.001926
20.73,0.19253,0.001925
20.74,0.1925,0.001925
20.75,0.19247,0.001925
20.76,0.19244,0.001924
20.77,0.19241,0.001924
20.78,0.19238,0.001924
20.79,0.19235,0.001923
20.8,0.19232,0.001923
20.81,0.19229,0.001923
20.82,0.19226,0.001923
20.83,0.19223,0.001922
20.84,0.1922,0.001922
20.85,0.19217,0.001922
20.86,0.19214,0.001921
20.87,0.19211,0.001921
20.88,0.19208,0.001921
20.89,0.19206,0.001921
20.9,0.19203,0.00192
20.91,0.192,0.00192
20.92,0.19197,0.00192
20.93,0.19194,0.001919
20.94,0.19191,0.001919
20.95,0.19188,0.001919
20.96,0.19185,0.001919
20.97,0.19182,0.001918
20.98,0.19179,0.001918
20.99,0.19176,0.001918
21,0.19173,0.001917
21.01,0.19171,0.001917
21.02,0.19168,0.001917
21.03,0.19165,0.001916
21.04,0.19162,0.001916
21.05,0.19159,0.001916
21.06,0.19156,0.001916
21.07,0.19153,0.001915
21.08,0.1915,0.001915
21.09,0.19147,0.001915
21.1,0.19144,0.001914
21.11,0.19142,0.001914
21.12,0.19139,0.001914
21.13,0.19136,0.001914
21.14,0.19133,0.001913
21.15,0.1913,0.001913
21.16,0.19127,0.001913
21.17,0.19124,0.001912
21.18,0.19121,0.001912
21.19,0.19119,0.001912
21.2,0.19116,0.001912
21.21,0.19113,0.001911
21.22,0.1911,0.001911
21.23,0.19107,0.001911
21.24,0.19104,0.00191
21.25,0.19101,0.00191
21.26,0.19098,0.00191
21.27,0.19096,0.00191
21.28,0.19093,0.001909
21.29,0.1909,0.001909
21.3,0.19087,0.001909
21.31,0.19084,0.001908
21.32,0.19081,0.001908
21.33,0.19079,0.001908
21.34,0.19076,0.001908
21.35,0.19073,0.001907
21.36,0.1907,0.001907
21.37,0.19067,0.001907
21.38,0.19065,0.001906
21.39,0.19062,0.001906
21.4,0.19059,0.001906
21.41,0.19056,0.001906
21.42,0.19053,0.001905
21.43,0.1905,0.001905
21.44,0.19048,0.001905
21.45,0.19045,0.001904
21.46,0.19042,0.001904
21.47,0.19039,0.001904
21.48,0.19036,0.001904
21.49,0.19034,0.001903
21.5,0.19031,0.001903
21.51,0.19028,0.001903
21.52,0.19025,0.001903
21.53,0.19022,0.001902
21.54,0.1902,0.001902
21.55,0.19017,0.001902
21.56,0.19014,0.001901
21.57,0.19011,0.001901
21.58,0.19009,0.001901
21.59,0.19006,0.001901
21.6,0.19003,0.0019
21.61,0.19,0.0019
21.62,0.18998,0.0019
21.63,0.18995,0.001899
21.64,0.18992,0.001899
21.65,0.18989,0.001899
21.66,0.18987,0.001899
21.67,0.18984,0.001898
21.68,0.18981,0.001898
21.69,0.18978,0.001898
21.7,0.18975,0.001898
21.71,0.18973,0.001897
21.72,0.1897,0.001897
21.73,0.18967,0.001897
21.74,0.18965,0.001896
21.75,0.18962,0.001896
21.76,0.18959,0.001896
21.77,0.18956,0.001896
21.78,0.18954,0.001895
21.79,0.18951,0.001895
21.8,0.18948,0.001895
21.81,0.18945,0.001895
21.82,0.18943,0.001894
21.83,0.1894,0.001894
21.84,0.18937,0.001894
21.85,0.18934,0.001893
21.86,0.18932,0.001893
21.87,0.18929,0.001893
21.88,0.18926,0.001893
21.89,0.18924,0.001892
21.9,0.18921,0.001892
21.91,0.18918,0.001892
21.92,0.18915,0.001892
21.93,0.18913,0.001891
21.94,0.1891,0.001891
21.95,0.18907,0.001891
21.96,0.18905,0.00189
21.97,0.18902,0.00189
21.98,0.18899,0.00189
21.99,0.18896,0.00189
22,0.18894,0.001889
22.01,0.18891,0.001889
22.02,0.18888,0.001889
22.03,0.18886,0.001889
22.04,0.18883,0.001888
22.05,0.1888,0.001888
22.06,0.18877,0.001888
22.07,0.18875,0.001887
22.08,0.18872,0.001887
22.09,0.18869,0.001887
22.1,0.18867,0.001887
22.11,0.18864,0.001886
22.12,0.18861,0.001886
22.13,0.18859,0.001886
22.14,0.18856,0.001886
22.15,0.18853,0.001885
22.16,0.18851,0.001885
22.17,0.18848,0.001885
22.18,0.18845,0.001885
22.19,0.18843,0.001884
22.2,0.1884,0.001884
22.21,0.18837,0.001884
22.22,0.18834,0.001883
22.23,0.18832,0.001883
22.24,0.18829,0.001883
22.25,0.18826,0.001883
22.26,0.18824,0.001882
22.27,0.18821,0.001882
22.28,0.18818,0.001882
22.29,0.18816,0.001882
22.3,0.18813,0.001881
22.31,0.1881,0.001881
22.32,0.18808,0.001881
22.33,0.18805,0.001881
22.34,0.18802,0.00188
22.35,0.188,0.00188
22.36,0.18797,0.00188
22.37,0.18794,0.001879
22.38,0.18792,0.001879
22.39,0.18789,0.001879
22.4,0.18786,0.001879
22.41,0.18784,0.001878
22.42,0.18781,0.001878
22.43,0.18778,0.001878
22.44,0.18776,0.001878
22.45,0.18773,0.001877
22.46,0.1877,0.001877
22.47,0.18768,0.001877
22.48,0.18765,0.001877
22.49,0.18762,0.001876
22.5,0.1876,0.001876
22.51,0.18757,0.001876
22.52,0.18754,0.001875
22.53,0.18752,0.001875
22.54,0.18749,0.001875
22.55,0.18746,0.001875
22.56,0.18744,0.001874
22.57,0.18741,0.001874
22.58,0.18738,0.001874
22.59,0.18736,0.001874
22.6,0.18733,0.001873
22.61,0.1873,0.001873
22.62,0.18728,0.001873
22.63,0.18725,0.001873
22.64,0.18723,0.001872
22.65,0.1872,0.001872
22.66,0.18717,0.001872
22.67,0.18715,0.001871
22.68,0.18712,0.001871
22.69,0.18709,0.001871
22.7,0.18707,0.001871
22.71,0.18704,0.00187
22.72,0.18701,0.00187
22.73,0.18699,0.00187
22.74,0.18696,0.00187
22.75,0.18693,0.001869
22.76,0.18691,0.001869
22.77,0.18688,0.001869
22.78,0.18685,0.001869
22.79,0.18683,0.001868
22.8,0.1868,0.001868
22.81,0.18677,0.001868
22.82,0.18675,0.001867
22.83,0.18672,0.001867
22.84,0.18669,0.001867
22.85,0.18667,0.001867
22.86,0.18664,0.001866
22.87,0.18661,0.001866
22.88,0.18659,0.001866
22.89,0.18656,0.001866
22.9,0.18653,0.001865
22.91,0.18651,0.001865
22.92,0.18648,0.001865
22.93,0.18646,0.001865
22.94,0.18643,0.001864
22.95,0.1864,0.001864
22.96,0.18638,0.001864
22.97,0.18635,0.001863
22.98,0.18632,0.001863
22.99,0.1863,0.001863
23,0.18627,0.001863
23.01,0.18624,0.001862
23.02,0.18622,0.001862
23.03,0.18619,0.001862
23.04,0.18616,0.001862
23.05,0.18614,0.001861
23.06,0.18611,0.001861
23.07,0.18608,0.001861
23.08,0.18606,0.001861
23.09,0.18603,0.00186
23.1,0.186,0.00186
23.11,0.18598,0.00186
23.12,0.18595,0.00186
23.13,0.18592,0.001859
23.14,0.1859,0.001859
23.15,0.18587,0.001859
23.16,0.18585,0.001858
23.17,0.18582,0.001858
23.18,0.18579,0.001858
23.19,0.18577,0.001858
23.2,0.18574,0.001857
23.21,0.18571,0.001857
23.22,0.18569,0.001857
23.23,0.18566,0.001857
23.24,0.18563,0.001856
23.25,0.18561,0.001856
23.26,0.18558,0.001856
23.27,0.18555,0.001856
23.28,0.18553,0.001855
23.29,0.1855,0.001855
23.3,0.18547,0.001855
23.31,0.18545,0.001854
23.32,0.18542,0.001854
23.33,0.18539,0.001854
23.34,0.18537,0.001854
23.35,0.18534,0.001853
23.36,0.18531,0.001853
23.37,0.18529,0.001853
23.38,0.18526,0.001853
23.39,0.18524,0.001852
23.4,0.18521,0.001852
23.41,0.18518,0.001852
23.42,0.18516,0.001852
23.43,0.18513,0.001851
23.44,0.1851,0.001851
23.45,0.18508,0.001851
23.46,0.18505,0.001851
23.47,0.18502,0.00185
23.48,0.185,0.00185
23.49,0.18497,0.00185
23.5,0.18494,0.001849
23.51,0.18492,0.001849
23.52,0.18489,0.001849
23.53,0.18487,0.001849
23.54,0.18484,0.001848
23.55,0.18481,0.001848
23.56,0.18479,0.001848
23.57,0.18476,0.001848
23.58,0.18473,0.001847
23.59,0.18471,0.001847
23.6,0.18468,0.001847
23.61,0.18466,0.001847
23.62,0.18463,0.001846
23.63,0.1846,0.001846
23.64,0.18458,0.001846
23.65,0.18455,0.001845
23.66,0.18452,0.001845
23.67,0.1845,0.001845
23.68,0.18447,0.001845
23.69,0.18444,0.001844
23.7,0.18442,0.001844
23.71,0.18439,0.001844
23.72,0.18437,0.001844
23.73,0.18434,0.001843
23.74,0.18431,0.001843
23.75,0.18429,0.001843
23.76,0.18426,0.001843
23.77,0.18423,0.001842
23.78,0.18421,0.001842
23.79,0.18418,0.001842
23.8,0.18416,0.001842
23.81,0.18413,0.001841
23.82,0.1841,0.001841
23.83,0.18408,0.001841
23.84,0.18405,0.001841
23.85,0.18403,0.00184
23.86,0.184,0.00184
23.87,0.18397,0.00184
23.88,0.18395,0.001839
23.89,0.18392,0.001839
23.9,0.18389,0.001839
23.91,0.18387,0.001839
23.92,0.18384,0.001838
23.93,0.18382,0.001838
23.94,0.18379,0.001838
23.95,0.18376,0.001838
23.96,0.18374,0.001837
23.97,0.18371,0.001837
23.98,0.18369,0.001837
23.99,0.18366,0.001837
24,0.18363,0.001836
24.01,0.18361,0.001836
24.02,0.18358,0.001836
24.03,0.18356,0.001836
24.04,0.18353,0.001835
24.05,0.1835,0.001835
24.06,0.18348,0.001835
24.07,0.18345,0.001835
24.08,0.18343,0.001834
24.09,0.1834,0.001834
24.1,0.18337,0.001834
24.11,0.18335,0.001833
24.12,0.18332,0.001833
24.13,0.1833,0.001833
24.14,0.18327,0.001833
24.15,0.18324,0.001832
24.16,0.18322,0.001832
24.17,0.18319,0.001832
24.18,0.18317,0.001832
24.19,0.18314,0.001831
24.2,0.18312,0.001831
24.21,0.18309,0.001831
24.22,0.18306,0.001831
24.23,0.18304,0.00183
24.24,0.18301,0.00183
24.25,0.18299,0.00183
24.26,0.18296,0.00183
24.27,0.18293,0.001829
24.28,0.18291,0.001829
24.29,0.18288,0.001829
24.3,0.18286,0.001829
24.31,0.18283,0.001828
24.32,0.18281,0.001828
24.33,0.18278,0.001828
24.34,0.18275,0.001828
24.35,0.18273,0.001827
24.36,0.1827,0.001827
24.37,0.18268,0.001827
24.38,0.18265,0.001827
24.39,0.18263,0.001826
24.4,0.1826,0.001826
24.41,0.18257,0.001826
24.42,0.18255,0.001825
24.43,0.18252,0.001825
24.44,0.1825,0.001825
24.45,0.18247,0.001825
24.46,0.18245,0.001824
24.47,0.18242,0.001824
24.48,0.1824,0.001824
24.49,0.18237,0.001824
24.5,0.18234,0.001823
24.51,0.18232,0.001823
24.52,0.18229,0.001823
24.53,0.18227,0.001823
24.54,0.18224,0.001822
24.55,0.18222,0.001822
24.56,0.18219,0.001822
24.57,0.18217,0.001822
24.58,0.18214,0.001821
24.59,0.18211,0.001821
24.6,0.18209,0.001821
24.61,0.18206,0.001821
24.62,0.18204,0.00182
24.63,0.18201,0.00182
24.64,0.18199,0.00182
24.65,0.18196,0.00182
24.66,0.18194,0.001819
24.67,0.18191,0.001819
24.68,0.18189,0.001819
24.69,0.18186,0.001819
24.7,0.18183,0.001818
24.71,0.18181,0.001818
24.72,0.18178,0.001818
24.73,0.18176,0.001818
24.74,0.18173,0.001817
24.75,0.18171,0.001817
24.76,0.18168,0.001817
24.77,0.18166,0.001817
24.78,0.18163,0.001816
24.79,0.18161,0.001816
24.8,0.18158,0.001816
24.81,0.18156,0.001816
24.82,0.18153,0.001815
24.83,0.18151,0.001815
24.84,0.18148,0.001815
24.85,0.18146,0.001815
24.86,0.18143,0.001814
24.87,0.18141,0.001814
24.88,0.18138,0.001814
24.89,0.18136,0.001814
24.9,0.18133,0.001813
24.91,0.1813,0.001813
24.92,0.18128,0.001813
24.93,0.18125,0.001813
24.94,0.18123,0.001812
24.95,0.1812,0.001812
24.96,0.18118,0.001812
24.97,0.18115,0.001812
24.98,0.18113,0.001811
24.99,0.1811,0.001811
25,0.18108,0.001811
25.01,0.18105,0.001811
25.02,0.18103,0.00181
25.03,0.181,0.00181
25.04,0.18098,0.00181
25.05,0.18095,0.00181
25.06,0.18093,0.001809
25.07,0.1809,0.001809
25.08,0.18088,0.001809
25.09,0.18085,0.001809
25.1,0.18083,0.001808
25.11,0.1808,0.001808
25.12,0.18078,0.001808
25.13,0.18075,0.001808
25.14,0.18073,0.001807
25.15,0.1807,0.001807
25.16,0.18068,0.001807
25.17,0.18065,0.001807
25.18,0.18063,0.001806
25.19,0.1806,0.001806
25.2,0.18058,0.001806
25.21,0.18055,0.001806
25.22,0.18053,0.001805
25.23,0.1805,0.001805
25.24,0.18048,0.001805
25.25,0.18046,0.001805
25.26,0.18043,0.001804
25.27,0.18041,0.001804
25.28,0.18038,0.001804
25.29,0.18036,0.001804
25.3,0.18033,0.001803
25.31,0.18031,0.001803
25.32,0.18028,0.001803
25.33,0.18026,0.001803
25.34,0.18023,0.001802
25.35,0.18021,0.001802
25.36,0.18018,0.001802
25.37,0.18016,0.001802
25.38,0.18013,0.001801
25.39,0.18011,0.001801
25.4,0.18008,0.001801
25.41,0.18006,0.001801
25.42,0.18003,0.0018
25.43,0.18001,0.0018
25.44,0.17999,0.0018
25.45,0.17996,0.0018
25.46,0.17994,0.001799
25.47,0.17991,0.001799
25.48,0.17989,0.001799
25.49,0.17986,0.001799
25.5,0.17984,0.001798
25.51,0.17981,0.001798
25.52,0.17979,0.001798
25.53,0.17976,0.001798
25.54,0.17974,0.001797
25.55,0.17971,0.001797
25.56,0.17969,0.001797
25.57,0.17967,0.001797
25.58,0.17964,0.001796
25.59,0.17962,0.001796
25.6,0.17959,0.001796
25.61,0.17957,0.001796
25.62,0.17954,0.001795
25.63,0.17952,0.001795
25.64,0.17949,0.001795
25.65,0.17947,0.001795
25.66,0.17944,0.001794
25.67,0.17942,0.001794
25.68,0.1794,0.001794
25.69,0.17937,0.001794
25.7,0.17935,0.001793
25.71,0.17932,0.001793
25.72,0.1793,0.001793
25.73,0.17927,0.001793
